Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
CARF,381.1476795,0.448466492,0.131984537,9.61E-05,0.001386541
WDR12,1046.991116,-0.041207838,0.078266093,0.572526221,0.775253587
ICA1L,21.47705634,0.092523551,0.205965681,0.263968239,0.509025727
ADCY1,0.353104425,0.000617794,0.199777646,0.916192425,NA
IGFBP1,5.629765146,-0.040191001,0.201762072,0.319749512,0.569656204
IGFBP3,27.91345358,0.118350111,0.234821967,0.102610539,0.288280332
TNS3,1959.248511,-0.060994303,0.114424667,0.516068148,0.734031164
PKD1L1,9.329999696,-0.061880024,0.197244837,0.392555431,0.63774033
HUS1,199.0178242,-0.008916185,0.122183911,0.926649401,0.969467664
SUN3,0.270041872,-0.000789945,0.200089117,0.951046351,NA
CUNH7orf57,22.74221817,0.099854121,0.199200317,0.285758752,0.533451508
UPP1,119.7754085,2.645483186,0.422687105,1.70E-11,1.30E-09
ABCA13,1.831168853,0.014711742,0.199749383,0.484127448,NA
VWC2,7.228000032,-0.013910326,0.190763861,0.812365229,0.915801423
ZPBP,73.8461007,-0.023008369,0.137172072,0.806472959,0.911882314
SPATA48,42.78759342,0.037811216,0.154456377,0.713650713,0.86446755
LOC119057327,0.528956068,0.019885551,0.20114474,0.273238766,NA
IKZF1,185.3805742,0.519715371,0.202960886,0.001019553,0.009620822
FIGNL1,217.1734053,-0.276425,0.137480056,0.012610949,0.06776857
DDC,0.875778663,0.004497457,0.199366526,0.853260571,NA
GRB10,11389.49296,-0.045550277,0.071651574,0.511911345,0.732007683
COBL,1675.588079,0.04421421,0.075198011,0.524404588,0.739981054
VSTM2A,0.258537864,-0.000661819,0.200098167,0.967531561,NA
SEC61G,922.4810604,0.297595364,0.081451324,7.87E-05,0.001172311
EGFR,945.4312224,-0.127067876,0.130007508,0.207054084,0.443251527
LOC119057340,1.493982626,-0.025946624,0.200966244,0.29899044,NA
LANCL2,122.7022721,-0.031144289,0.119105147,0.769563335,0.894927681
LOC128626824,81.5274493,-0.098245655,0.145687427,0.358759319,0.605935217
VOPP1,63.07137339,-0.071259612,0.159375977,0.446986426,0.683333821
LSMEM1,3.598402278,0.005713682,0.19504833,0.889062178,NA
IFRD1,1286.754161,0.428624088,0.104248975,6.42E-06,0.000143369
ZNF277,789.8773831,-0.050716899,0.115698438,0.585846004,0.782627091
DOCK4,616.9189127,-0.425765585,0.193824979,0.003575774,0.025990786
LOC119057308,0.501374082,-0.00220683,0.200045428,0.914412988,NA
IMMP2L,15.36190405,0.092234094,0.201165548,0.294522481,0.542810583
LRRN3,26.79844325,0.042028133,0.179428562,0.628009446,0.810939549
DNAJB9,2909.433727,0.485952776,0.104669351,4.72E-07,1.46E-05
THAP5,600.6834241,0.293073242,0.124901908,0.005060482,0.034022991
GPR141,0.280564625,-0.000893915,0.200093188,0.963321823,NA
ELMO1,212.9092499,0.099911945,0.115293665,0.289890089,0.537941113
ANLN,5399.119703,-0.783896402,0.128378804,7.92E-11,5.45E-09
MATCAP2,66.26667036,0.191458891,0.183771211,0.110325584,0.300972056
EEPD1,12.27046909,-0.201908498,0.314578979,0.04907422,0.178827557
SEPTIN7,5087.197189,-0.079040744,0.053862434,0.126281439,0.329313124
HERPUD2,621.9012319,0.113061322,0.088105483,0.150250131,0.366885864
TBX20,1947.438204,0.20825013,0.120034703,0.03633115,0.145305184
DPY19L2,156.3993694,0.231903279,0.15536682,0.046134429,0.171072316
DPY19L1,896.7928626,0.072401204,0.072712736,0.284770055,0.532400829
BMPER,22.68864811,0.001262735,0.174661,0.99003791,0.994957518
LOC128626839,13.84984915,-0.086985973,0.212187673,0.210226225,0.447418329
BBS9,696.0936168,0.441706564,0.079526117,4.64E-09,2.29E-07
LOC128626840,127.4498006,-0.269394008,0.178943909,0.033521679,0.137561133
RP9,101.783437,0.205399611,0.15336903,0.069298886,0.223856492
NT5C3A,489.7890358,-0.024115473,0.084631593,0.782644225,0.900482896
LOC119035304,0.364606173,-0.000728585,0.199832638,0.88010962,NA
FKBP9,2173.804693,-0.081080701,0.065009947,0.212609646,0.449867944
LOC119035195,56.74971197,-0.058613082,0.150111229,0.56560698,0.7708655
KBTBD2,1313.02611,-0.082692233,0.080850705,0.307945583,0.557348361
AVL9,838.8563791,0.133584368,0.108349116,0.143972357,0.357375916
LSM5,411.7199642,-0.176497071,0.116588686,0.064437298,0.213355886
PDE1C,199.2656677,0.3125339,0.166344023,0.012005703,0.065194973
ADCYAP1R1,0.64441453,0.014426263,0.20050254,0.440590187,NA
AQP1,20.41926045,-0.712641462,0.448130668,0.004871887,0.033007087
MINDY4,67.54742391,0.469279347,0.227129051,0.003874747,0.027693154
GARS1,3426.655425,0.213553668,0.061383112,0.000252301,0.003067368
LOC119035252,348.2025561,0.106905266,0.08893331,0.191686133,0.422441337
GGCT,359.4633419,0.042565592,0.082052414,0.566655399,0.771147926
NOD1,331.3422368,0.251959513,0.134433587,0.020105815,0.095798672
LOC128626878,14.2740701,0.05486977,0.196575969,0.421952222,0.662846326
BTG1,2145.754355,0.424102477,0.152890425,0.000801574,0.007887735
PLEKHG7,114.9690979,-0.350879836,0.206575466,0.01385725,0.072921101
EEA1,2859.834542,0.030251237,0.115921516,0.749663554,0.88517026
LOC119050035,2.926626697,-0.015333309,0.196931087,0.751396799,NA
LOC119050017,0.447436147,0.011993367,0.200395806,0.507264882,NA
NUDT4,9228.00664,-0.237690537,0.074887707,0.000771667,0.007683816
UBE2N,3104.055613,-0.220031627,0.079545261,0.002616363,0.020349454
MRPL42,399.7240219,0.006652173,0.087665948,0.921623559,0.967140122
SOCS2,158.0940884,0.273723119,0.206360715,0.041223632,0.158803829
CRADD,98.50005465,0.063639654,0.126552002,0.517497841,0.734877379
PLXNC1,76.32210858,-0.231424994,0.222130421,0.069337341,0.223859154
CEP83,618.5982276,0.029616093,0.079094063,0.683854996,0.847592943
TMCC3,4.208247102,0.026701639,0.197313309,0.549361051,0.758519418
KCNA6,0.41742281,-0.001600936,0.200064408,0.935282784,NA
KCNA1,8.265012054,5.324611084,1.983093387,1.49E-05,0.000294206
GALNT8,8.729618656,0.082773651,0.208082401,0.255415975,0.499745782
NDUFA9,932.8393244,0.056564953,0.062454673,0.370624803,0.616772908
AKAP3,3.751914737,-0.003062827,0.195116037,0.928473823,0.970291127
DYRK4,0.618125231,0.013069079,0.19983187,0.574103516,NA
RAD51AP1,206.9442352,-0.152828125,0.128407934,0.134119584,0.341534139
CUNH12orf4,641.372378,-0.051796528,0.084943084,0.502713541,0.725447001
FGF23,1.82391961,0.04803594,0.206042268,0.146690001,NA
TIGAR,542.520504,0.001120344,0.088292339,0.96352291,0.985588177
CCND2,21046.59642,-0.200986724,0.119607194,0.050869128,0.182560693
LOC128626910,31.10369104,-0.029925469,0.165786828,0.747631384,0.883950964
PARP11,207.5349306,0.038560649,0.114063569,0.704700194,0.859841057
CRACR2A,3.38800033,-0.000969866,0.196826816,0.964809093,NA
TSPAN11,1.323439358,0.006910725,0.198357567,0.807897574,NA
TSPAN9,2225.66409,0.140113307,0.087266162,0.074271041,0.233664157
TEAD4,507.1801026,-0.283963333,0.12351777,0.006180425,0.039737435
TULP3,1262.783638,0.02230295,0.076985662,0.747810143,0.884092472
RHNO1,368.6497329,0.032205067,0.095657282,0.709274656,0.862237389
FOXM1,225.0970745,-1.206607086,0.196519236,5.22E-11,3.75E-09
NRIP2,3.105685108,-0.021191572,0.197749142,0.586619101,NA
ITFG2,453.6042263,0.067249548,0.077877981,0.343573215,0.592728155
LOC128626937,312.0641294,-0.077914769,0.109255046,0.406243012,0.649596259
FKBP4,1634.04832,-0.063700974,0.069099598,0.329108318,0.580101286
WASHC1,526.6407469,0.009717999,0.078922839,0.892521167,0.952624732
KDM5A,2423.523053,0.093150085,0.087133736,0.229290304,0.470656795
CCDC77,453.925311,-0.124696448,0.094491931,0.123603441,0.324250499
B4GALNT3,1041.387491,0.166455776,0.113439009,0.071511374,0.228010443
LOC128626955,1.550628026,0.025497639,0.20001488,0.416083852,NA
NINJ2,5.245612052,0.064050355,0.208463878,0.204198282,0.439021907
WNK1,6703.781463,0.100550362,0.064740373,0.096435318,0.277024173
RAD52,190.9323652,-0.010729255,0.105281795,0.903169341,0.957350546
ERC1,1452.743155,0.184849722,0.087372946,0.019268614,0.092939352
WNT5B,188.9582339,0.030065743,0.121499211,0.764885841,0.893045545
FBXL14,413.0064342,0.009567585,0.085335565,0.903041636,0.957282981
ADIPOR2,1203.847347,0.198273762,0.070075731,0.002506588,0.019733612
CACNA2D4,5.52838799,0.015245518,0.192606631,0.784065879,0.901134448
LOC119051683,2.963681458,0.007028053,0.195013211,0.87792017,NA
LRTM2,6.066146706,0.002856956,0.191076249,0.934245009,0.972722333
DCP1B,761.6057409,0.039249126,0.067244909,0.515493047,0.733631509
CACNA1C,2378.989553,-0.047896095,0.144161565,0.613535702,0.801236938
C1QTNF9,7.408225599,-0.056307756,0.200725926,0.352252028,0.600023202
SPATA13,400.0590883,-0.12523095,0.093682217,0.130262092,0.335600357
AMER2,34.31518401,0.039128888,0.16507263,0.69264787,0.853533802
LOC128627030,0.550140206,-0.019345723,0.201125241,0.222123689,NA
UGT2A1,83.39087753,-1.009764514,0.280854608,1.96E-05,0.00036979
LOC119043925,0.736420822,-0.024785128,0.201759007,0.187818449,NA
ARHGEF5,13.94748361,0.101809114,0.216403386,0.202437351,0.437264873
NOBOX,3.097684044,0.013109435,0.196922252,0.724256919,NA
TPK1,148.1118999,-0.023187757,0.112926597,0.803188551,0.910094902
LOC128627069,2.943043475,-0.01823096,0.197528446,0.628746614,NA
LOC128627068,8.602252936,0.041394322,0.194731219,0.505940191,0.728168171
LOC128627072,73.99245196,-0.173802098,0.172717664,0.132273756,0.338394707
ZNF354A,2425.18154,0.258908422,0.058333187,2.46E-06,6.25E-05
SMURF1,675.2125688,0.123797401,0.097701191,0.146850156,0.3620691
KPNA7,0.168978499,0.003598505,0.200077088,0.889238877,NA
TRRAP,8670.11939,-0.153352452,0.075068296,0.027013713,0.118740593
LOC119062981,2.716943708,-0.070495257,0.214684211,0.090302066,NA
LOC128627176,0.771584327,0.005589907,0.198748174,0.839687441,NA
LOC119052713,706.514344,0.004297906,0.083026386,0.962564447,0.98539534
HIGD2A,200.0449606,-0.046208419,0.118447221,0.623813937,0.808210381
CLTB,1066.648186,0.034016398,0.071559281,0.597566643,0.790522618
LOC128627103,8.885968043,-0.12904644,0.233853224,0.131993719,0.337967152
FAF2,976.3187739,0.098933158,0.063084474,0.097680664,0.279359607
RNF44,1273.744367,-0.247697955,0.077756642,0.000574724,0.006044497
CDHR2,1072.657547,0.184946862,0.188820574,0.120633064,0.31880796
GPRIN1,3.160702796,-0.04758802,0.203475245,0.267688452,NA
SNCB,6.885562039,-0.105518101,0.233545138,0.064861847,0.214307799
TSPAN17,633.3921654,-0.087293573,0.08802906,0.269342738,0.515207491
UNC5A,1.294444055,-0.007545542,0.197637408,0.803112504,NA
HK3,40.01580708,-0.835962418,0.575429477,0.0045114,0.031214799
UIMC1,363.8379032,-0.197884559,0.086007917,0.010268432,0.058277346
ZNF346,214.0217004,-0.02331037,0.105173129,0.744626115,0.882059496
FGFR4,234.4780824,-0.320190073,0.173286762,0.013945346,0.073230191
LOC119035150,27.36274668,0.011754762,0.171353476,0.89534401,0.953852396
LOC119035162,6.830305744,-0.102645886,0.227411658,0.107636091,0.296560322
LOC119035164,0.619554237,-0.003017363,0.199629794,0.81692851,NA
NSD1,4171.631432,0.145280091,0.099268153,0.093113998,0.271223062
RAB24,543.533018,0.106923813,0.07644348,0.129209366,0.333922876
PRELID1,1736.003531,-0.15574032,0.095672533,0.062324484,0.208650837
MXD3,33.14670802,-0.83287941,0.352549615,0.001059153,0.009923613
LOC128627128,55.5513251,-0.156105599,0.192204955,0.171497034,0.395345433
LMAN2,1117.564589,-0.046699611,0.063413324,0.422526183,0.663520419
RGS14,59.93139537,0.244726707,0.196995971,0.057337192,0.197357979
SLC34A1,4.73013699,-0.074380685,0.21452629,0.118616016,0.315307272
PFN3,3.881761477,0.024309551,0.196952513,0.585169981,0.78214289
F12,4.697408643,-0.045394193,0.202772119,0.301324075,0.550042138
GRK6,823.3259655,-0.096475567,0.078539862,0.15068243,0.367423298
PRR7,33.54341051,-0.068899863,0.18152866,0.459306665,0.692453264
DBN1,5277.464367,-0.387457414,0.06383468,2.90E-10,1.77E-08
PDLIM7,6991.924135,-0.17327611,0.08247305,0.021447604,0.100622209
DOK3,25.86603345,-0.078289964,0.180765562,0.413820374,0.656063106
DDX41,727.3661102,-0.049370556,0.099487939,0.571012086,0.774423822
FAM193B,437.9179499,-0.18714382,0.104356946,0.037611216,0.149030833
TMED9,2092.031903,0.095797747,0.056600886,0.07711816,0.238851287
B4GALT7,437.7401974,0.191149188,0.095046761,0.022498797,0.104430435
LOC128627174,0.182055887,-0.000122537,0.200113845,0.974998744,NA
N4BP3,21.41490539,0.038932895,0.179156203,0.649386822,0.824908853
RMND5B,231.4743791,-0.125993637,0.121790402,0.186861212,0.415722448
NHP2,505.80332,-0.240725656,0.10689449,0.009387841,0.054414573
HNRNPAB,4692.317244,-0.200039437,0.058371365,0.000246112,0.003001881
PHYKPL,157.5638301,-0.059238502,0.134834842,0.549549611,0.758644567
COL23A1,643.7241076,-0.005813669,0.0885435,0.933178656,0.972369696
CLK4,1444.256992,0.01884624,0.082769564,0.795759365,0.906480032
LOC119055211,402.6493783,0.651419466,0.17055937,1.14E-05,0.000234727
RACK1,13316.15982,-0.105884291,0.072111357,0.114146075,0.308322267
LOC119055282,9.966259377,-0.059695948,0.198873461,0.384051053,0.630231146
LOC119055276,47.37201759,-0.016561996,0.15587882,0.873277212,0.944393869
TRIM41,1122.66173,0.153299086,0.062569982,0.009857966,0.056591606
TRIM7,6.84399804,-0.017672179,0.190648709,0.769854232,0.894954049
LOC119060425,0.306633197,-0.001209475,0.200082776,0.954883559,NA
SMAP1,1288.694551,0.074140007,0.051823514,0.131353787,0.336933612
B3GAT2,40.90692241,-0.03205386,0.159372818,0.734207317,0.877297142
OGFRL1,637.030314,0.559058076,0.16045998,4.80E-05,0.000774323
LOC119040711,66.60028231,-0.360880686,0.284639537,0.021996307,0.102585455
RIMS1,656.0893259,0.030982649,0.127346239,0.795643357,0.906416875
LOC119050786,3.385558516,-0.055020557,0.205711827,0.231006547,NA
KCNQ5,328.8940949,0.55119415,0.251583724,0.002228989,0.017954281
KHDC3L,1.291530469,-0.022715791,0.200468528,0.339294114,NA
LOC119050929,0.252056798,0.002425803,0.199976437,0.964082105,NA
CGAS,3.275795526,0.032772026,0.201694768,0.297932395,NA
MTO1,275.4310881,0.066888186,0.097243125,0.42623332,0.666214921
EEF1A1,160752.5918,0.04507698,0.048217569,0.335666628,0.585772709
SLC17A5,1001.533535,0.338867277,0.092857485,6.86E-05,0.001041468
CD109,1088.178833,0.166131556,0.153421263,0.139065915,0.349380641
COL12A1,48234.58747,-0.103885484,0.15935722,0.327348558,0.578201172
LOC119050921,1.312350516,0.011417306,0.198780674,0.672013385,NA
LOC119050898,1386.404192,-0.055152846,0.073615757,0.412955553,0.655455808
TMEM30A,4144.988393,-0.004306848,0.071775821,0.894827323,0.953703214
LOC119052714,12.36242629,0.113057392,0.225281675,0.153349951,0.371059504
FILIP1,150.6013186,-0.085029096,0.18132868,0.387893057,0.633756277
SENP6,2377.467044,0.147437724,0.078257589,0.039719811,0.154807171
