Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
SPEG,625.9998236,-0.50785614,0.243088451,0.023041901,0.042301332
DES,2.004766963,-0.201701456,0.610103845,0.436641898,0.534934097
DNPEP,226.2499374,0.092122405,0.151121527,0.530567792,0.626195821
PTPRN,402.6971806,0.434661701,0.162227164,0.005367334,0.011176331
DNAJB2,547.6343661,-0.322336998,0.09563804,0.000650633,0.001568453
LOC119056902,9.751976785,0.050571033,0.415794651,0.87220523,0.909200495
LOC119056884,705.3392922,0.029791377,0.097938372,0.758334562,0.819638152
STK16,622.41302,-0.214690618,0.073299491,0.003593781,0.007723869
GLB1L,351.2864426,-1.18002906,0.109422229,9.77E-28,1.83E-26
ANKZF1,732.2008955,0.720614167,0.102079796,5.52E-13,3.52E-12
ATG9A,1414.838267,0.157636248,0.06647242,0.017227657,0.032516931
ABCB6,710.9480691,0.616083473,0.082088961,3.78E-14,2.65E-13
ZFAND2B,466.661149,0.518404266,0.102618072,3.07E-07,1.14E-06
RETREG2,1484.846169,0.505639157,0.072292814,1.09E-12,6.78E-12
CNPPD1,673.0486218,-0.064241586,0.080587163,0.359341623,0.457664358
SLC23A3,20.3129847,1.426409028,0.372626433,2.12E-05,6.33E-05
NHEJ1,42.17357234,1.303610542,0.259354306,1.17E-07,4.58E-07
CFAP65,8.120385492,-0.415293806,0.5257685,0.236730961,0.325026584
CDK5R2,0.328738094,-0.047144741,0.633144081,0.841601748,NA
WNT6,3.846290924,-0.373319474,0.632627601,0.232890322,0.320441058
LOC119056899,8.663199935,4.144822836,1.205803031,6.77E-05,0.000188808
LOC119056909,0.358167451,0.058544541,0.63192959,0.79938999,NA
TTLL4,494.8628099,-0.412078109,0.104205421,5.66E-05,0.000159424
STK36,645.3484965,0.077544689,0.081429864,0.332003379,0.428604449
RNF25,646.5286077,0.213856377,0.082878344,0.007484267,0.01516491
LOC119039496,377.8543593,-0.553962171,0.118616374,1.58E-06,5.43E-06
ZNF142,573.6445925,0.519435194,0.089577014,5.78E-09,2.56E-08
PLCD4,90.16222626,-1.139748254,0.180354987,6.25E-11,3.34E-10
LOC128628050,1.206795209,-0.527981071,0.867514969,0.068858407,0.112530076
CNOT9,689.1748363,-0.04907695,0.075271866,0.506162045,0.603014338
LOC119039547,8.231184454,-0.144295109,0.449286347,0.648526731,0.730571234
USP37,1011.774194,1.046855031,0.110693791,8.83E-22,1.12E-20
VIL1,0.602768109,0.007325428,0.615960708,0.964373946,0.976363224
CTDSP1,567.86452,-0.475917138,0.100076717,1.64E-06,5.62E-06
SLC11A1,1.112509803,0.088999944,0.573522804,0.786012099,0.841102633
CATIP,5.331198418,-1.722691681,0.756614261,0.002582965,0.005689954
LOC119039533,285.4101578,0.289732659,0.129266912,0.021133065,0.039117677
TMBIM1,6179.108853,-0.410908036,0.076053677,6.20E-08,2.48E-07
LOC119039537,380.0358199,0.110397388,0.083051482,0.188606429,0.268905999
AAMP,2680.066925,-0.421306108,0.066358903,1.53E-10,7.88E-10
GPBAR1,7.052779994,-2.421638409,0.849213137,0.00043968,0.001086697
ARPC2,13438.25286,-0.021208583,0.07964965,0.787716025,0.842513994
CXCR1,49.34779004,-1.362937358,0.478637628,0.000647348,0.001561163
LOC119039525,0.242154658,0.053532923,0.632637299,0.840358075,NA
LOC119039529,484.1336578,-1.082335778,0.380111115,0.000957467,0.002257399
RUFY4,439.231543,-1.098721692,0.375607515,0.000821756,0.00195597
TNS1,5969.999579,-1.141032674,0.145976273,9.85E-16,7.91E-15
LOC119039493,2.612405257,-0.727110255,1.017010324,0.057509454,0.095934766
LOC119039542,0.376778169,0.02764504,0.615638118,0.93770618,NA
IGFBP5,61577.06747,-0.440555882,0.198996109,0.019022386,0.035541252
IGFBP2,5.577226613,3.261358227,0.844899642,1.27E-05,3.89E-05
RPL37A,6065.74956,0.403549393,0.068904733,3.73E-09,1.68E-08
SMARCAL1,621.5574521,0.117931878,0.07563168,0.120109639,0.183045619
XRCC5,994.743713,0.089215445,0.071787987,0.2613522,0.353040959
TMEM169,71.43576961,1.142887799,0.224445265,8.65E-08,3.41E-07
PECR,163.5646821,-0.191974034,0.178088864,0.27776831,0.370749736
MREG,32.94665315,0.355492655,0.279839984,0.148347631,0.219416839
LOC128627015,0.287776763,0.013898545,0.628236941,0.984948964,NA
FN1,6603.503132,-1.715128071,0.314299225,6.50E-09,2.86E-08
ATIC,1246.898404,0.164558109,0.090994137,0.067763881,0.110994486
LOC128628364,5.507252594,-0.415393175,0.55407414,0.244753801,0.334320209
ABCA12,243.2315369,-1.029090935,0.127348366,2.22E-16,1.87E-15
BARD1,238.3840068,0.1695515,0.17779125,0.320704324,0.4173559
SPAG16,29.02198459,-1.494220464,0.42303873,6.77E-05,0.000188794
IKZF2,779.333953,-0.992435861,0.130479621,7.69E-15,5.72E-14
ERBB4,5814.691859,0.039130762,0.122027729,0.750147439,0.813696367
LOC128628494,3.383280812,0.08850776,0.554213295,0.748580318,0.812565722
CPS1,1.820035168,1.929615605,1.535840327,0.012991486,0.025086815
LOC128628506,0.893981514,0.240881649,0.650761281,0.304224797,0.400186937
LANCL1,1539.670021,-0.764514479,0.058962135,1.13E-38,4.04E-37
MYL1,1.051749176,0.071152295,0.59042694,0.778527303,0.835065267
ACADL,353.6716529,-0.316259154,0.135770059,0.017283765,0.032605659
KANSL1L,1168.867504,-0.118934624,0.117096471,0.263522976,0.3554376
RPE,1099.977012,0.153424965,0.091670169,0.08928289,0.141669671
UNC80,1.200057005,0.064611444,0.576349506,0.82532799,0.871798292
MAP2,65.81755216,0.74631637,0.2593106,0.001612225,0.003673953
LOC119064373,2.434076618,-1.079729976,0.98891514,0.030520241,0.054532825
LOC119064309,0.386179778,0.00656983,0.625137023,0.8955956,NA
PTH2R,6.433421291,-0.104239611,0.441408459,0.73848697,0.804202076
PIKFYVE,987.3388262,-0.09084562,0.09658428,0.340824329,0.438349511
IDH1,2626.936896,-1.095978332,0.156832899,7.06E-13,4.46E-12
CUNH2orf80,0.630565568,0.158148804,0.634245043,0.378085043,0.476154339
PLEKHM3,285.5660271,-0.5760256,0.159898265,0.000193607,0.000505637
LOC119064340,5.675903067,-1.065110777,0.938481464,0.043846046,0.075431703
FZD5,493.5789865,-1.083542562,0.186064805,1.54E-09,7.19E-09
CCNYL1,3680.062785,0.872502185,0.099648708,7.65E-19,7.81E-18
LOC119064400,131.8006928,-0.350129061,0.191291687,0.053896103,0.09066691
LOC119064372,816.1483483,-0.11427832,0.158133024,0.442197194,0.540262202
LOC128626294,2.151502752,0.0582049,0.517470116,0.86141519,0.900782966
METTL21A,713.4382718,-0.157454364,0.079238858,0.04276196,0.073723239
CREB1,932.8734622,0.49337381,0.083552091,2.55E-09,1.17E-08
KLF7,1208.662623,-0.118158769,0.098285799,0.205127711,0.288512174
LOC119064387,0.187008491,-0.013012904,0.633535024,0.922407694,NA
FASTKD2,593.560885,-0.330731983,0.075940855,1.11E-05,3.42E-05
MDH1B,18.38406556,-1.843703486,0.495846238,2.61E-05,7.72E-05
ADAM23,30.8119391,-3.049074792,0.534870935,2.31E-09,1.06E-08
ZDBF2,666.5735797,-2.260886541,0.239801828,4.69E-22,6.02E-21
CMKLR2,247.2234879,-0.50155805,0.293894356,0.054000484,0.090799874
EEF1B2,6879.067819,0.575676281,0.089584867,8.11E-11,4.28E-10
LOC119064398,13.87872396,0.274256728,0.336420765,0.339557909,0.437003052
LOC119064397,10.85736221,-0.360924383,0.42073799,0.265753347,0.357768888
NDUFS1,2260.992933,-0.231435688,0.048449759,1.16E-06,4.04E-06
LOC119064381,20.26676238,-1.111139413,0.42324755,0.001875117,0.004221486
LOC119064321,63.1209386,-0.19087985,0.202276746,0.31755947,0.41416579
INO80D,2111.062148,1.383279737,0.14132376,2.38E-23,3.33E-22
LOC128627026,0.22508616,-0.00961075,0.632694852,0.985586901,NA
NRP2,1556.95319,0.039318418,0.178862172,0.8200336,0.867177545
PARD3B,857.8600167,0.47844183,0.121090905,5.62E-05,0.000158441
LOC128626133,0.38707116,-0.0705365,0.634844899,0.651969609,NA
CD28,0.164263326,-0.011159229,0.633473085,0.926629376,NA
RAPH1,1934.569618,0.561984319,0.118019562,1.16E-06,4.05E-06
ABI2,1417.250983,-0.287684936,0.071760014,4.11E-05,0.000118024
LOC119064359,754.3626423,0.595329308,0.0864676,3.64E-12,2.16E-11
NBEAL1,2662.117159,-0.30398848,0.157199084,0.046564735,0.079634765
CARF,381.1476795,-0.907028402,0.133897192,8.62E-12,4.97E-11
WDR12,1046.991116,0.952582661,0.082107656,1.44E-31,3.44E-30
ICA1L,21.47705634,0.495566918,0.391503709,0.120681844,0.183808205
ADCY1,0.353104425,-0.016260115,0.631930383,0.976411727,NA
IGFBP1,5.629765146,-1.397635787,0.915963644,0.010661409,0.020950949
IGFBP3,27.91345358,0.382367044,0.452151389,0.253918516,0.344688903
TNS3,1959.248511,-0.115662671,0.132768258,0.377113237,0.475398308
PKD1L1,9.329999696,-0.868348129,0.507149133,0.024258325,0.044339151
HUS1,199.0178242,0.129800988,0.149805309,0.37175181,0.470094963
SUN3,0.270041872,-0.035606173,0.632598545,0.856898552,NA
CUNH7orf57,22.74221817,-0.333025546,0.355416401,0.263550901,0.355448505
UPP1,119.7754085,2.430861377,0.445750804,3.21E-09,1.46E-08
ABCA13,1.831168853,5.25303913,2.208315153,0.000107284,0.000290479
VWC2,7.228000032,-0.575922987,0.639216771,0.135375761,0.202537965
ZPBP,73.8461007,-1.094485994,0.218309852,1.32E-07,5.11E-07
SPATA48,42.78759342,-0.921851504,0.271064288,0.000215644,0.000559843
LOC119057327,0.528956068,-0.113402322,0.629541687,0.399286527,0.497642951
IKZF1,185.3805742,0.423521563,0.186947699,0.017352768,0.032715162
FIGNL1,217.1734053,-0.525106257,0.141917282,0.000136231,0.000363743
DDC,0.875778663,0.42555508,0.830747222,0.042762441,0.073723239
GRB10,11389.49296,-0.523126412,0.076299938,4.72E-12,2.79E-11
COBL,1675.588079,-0.853177924,0.083102242,3.13E-25,4.91E-24
VSTM2A,0.258537864,0.057762033,0.633985464,0.809132319,NA
SEC61G,922.4810604,0.474373232,0.081954468,5.02E-09,2.23E-08
EGFR,945.4312224,-0.387282701,0.146927654,0.006344494,0.013039802
LOC119057340,1.493982626,0.078081787,0.580022814,0.752255875,0.815133437
LANCL2,122.7022721,-0.41850366,0.148951563,0.003895357,0.008328069
LOC128626824,81.5274493,-0.28144388,0.179652399,0.100471997,0.156890056
VOPP1,63.07137339,-0.986224023,0.247259239,1.85E-05,5.54E-05
LSMEM1,3.598402278,1.263590419,0.807261728,0.016115279,0.030578409
IFRD1,1286.754161,2.643643132,0.099857261,1.65E-155,2.28E-152
ZNF277,789.8773831,-0.426564683,0.138176782,0.001175,0.002730036
DOCK4,616.9189127,-0.227091446,0.176922535,0.178591937,0.256711581
LOC119057308,0.501374082,0.02520738,0.619452706,0.968287363,0.978500559
IMMP2L,15.36190405,-0.645024243,0.423337963,0.057335428,0.095673485
LRRN3,26.79844325,0.203747176,0.301252545,0.445291128,0.54363447
DNAJB9,2909.433727,2.356370272,0.101794605,1.60E-119,1.25E-116
THAP5,600.6834241,2.301653992,0.119217676,4.92E-84,1.32E-81
GPR141,0.280564625,-0.008650184,0.632792627,0.986451063,NA
ELMO1,212.9092499,-0.213949434,0.133275418,0.101825257,0.158667948
ANLN,5399.119703,0.019273701,0.123559019,0.873938498,0.910583433
MATCAP2,66.26667036,-1.454397202,0.243639958,3.95E-10,1.96E-09
EEPD1,12.27046909,0.351851748,0.388604876,0.261780793,0.353540229
SEPTIN7,5087.197189,0.015608292,0.055247665,0.724608761,0.792315566
HERPUD2,621.9012319,1.203120443,0.09088289,1.18E-40,4.78E-39
TBX20,1947.438204,2.252529292,0.123347421,1.84E-75,3.55E-73
DPY19L2,156.3993694,-0.721163556,0.171164433,1.25E-05,3.82E-05
DPY19L1,896.7928626,-0.965609709,0.081138513,2.48E-33,6.62E-32
BMPER,22.68864811,-0.26360284,0.302371794,0.321070277,0.417683716
LOC128626839,13.84984915,-1.53718153,0.677263989,0.003093685,0.006732231
BBS9,696.0936168,1.224901949,0.074513853,1.18E-61,1.25E-59
LOC128626840,127.4498006,-0.295389125,0.184525977,0.090532919,0.143411829
RP9,101.783437,-0.641087102,0.164568245,5.42E-05,0.000152935
NT5C3A,489.7890358,0.233931747,0.090628533,0.008638063,0.017289636
LOC119035304,0.364606173,0.008211159,0.624983864,0.978224123,NA
FKBP9,2173.804693,-0.48098227,0.068899544,1.04E-12,6.48E-12
LOC119035195,56.74971197,0.198150758,0.194115963,0.28355186,0.377282965
KBTBD2,1313.02611,1.488409502,0.083786802,1.19E-71,1.94E-69
AVL9,838.8563791,0.708022486,0.115692973,5.05E-10,2.48E-09
LSM5,411.7199642,-0.814849573,0.1302569,1.54E-10,7.90E-10
PDE1C,199.2656677,-0.057947174,0.160020047,0.705019488,0.776864162
ADCYAP1R1,0.64441453,-0.037000221,0.618921195,0.800295736,0.851279368
AQP1,20.41926045,-1.562421499,0.410746769,2.13E-05,6.36E-05
MINDY4,67.54742391,-0.087641736,0.205419744,0.650034836,0.731901969
GARS1,3426.655425,1.214711703,0.061154134,1.85E-88,6.04E-86
LOC119035252,348.2025561,-0.032534583,0.098608731,0.738404698,0.804161362
GGCT,359.4633419,0.056565976,0.090261739,0.517410724,0.613658846
NOD1,331.3422368,0.366706695,0.13413174,0.005010113,0.01050084
LOC128626878,14.2740701,0.045699138,0.407891077,0.887346787,0.920858726
BTG1,2145.754355,2.80816467,0.146384458,3.85E-83,9.99E-81
PLEKHG7,114.9690979,-0.986819027,0.212183231,9.18E-07,3.25E-06
EEA1,2859.834542,0.731466559,0.140410211,9.02E-08,3.55E-07
LOC119050035,2.926626697,-0.346395867,0.594238058,0.291863425,0.386557541
LOC119050017,0.447436147,0.027255981,0.620607008,0.970255132,0.979494616
NUDT4,9228.00664,-0.630537666,0.075396109,6.08E-17,5.38E-16
UBE2N,3104.055613,-0.436245287,0.080880496,5.15E-08,2.08E-07
MRPL42,399.7240219,0.373033294,0.096762315,9.46E-05,0.000257902
SOCS2,158.0940884,0.563965969,0.201641413,0.003180804,0.006904203
CRADD,98.50005465,-0.806338562,0.174737967,1.64E-06,5.61E-06
PLXNC1,76.32210858,-1.705025388,0.273085494,5.86E-11,3.14E-10
CEP83,618.5982276,0.519546572,0.083286177,2.99E-10,1.50E-09
TMCC3,4.208247102,0.94374059,0.849321631,0.044854241,0.07695189
KCNA6,0.41742281,0.056834894,0.625995851,0.802148315,0.85276098
KCNA1,8.265012054,3.121369313,1.151191096,0.001208888,0.002802592
GALNT8,8.729618656,0.979690228,0.499719058,0.01225235,0.023769692
NDUFA9,932.8393244,0.165395675,0.066037712,0.011619545,0.022647493
AKAP3,3.751914737,-0.063744742,0.555468568,0.827239744,0.873303196
DYRK4,0.618125231,0.196440521,0.66038536,0.304227846,0.400186937
RAD51AP1,206.9442352,-0.851684664,0.14871819,3.98E-09,1.79E-08
CUNH12orf4,641.372378,-0.103941617,0.092566718,0.222038412,0.307850193
FGF23,1.82391961,0.081925756,0.569106159,0.763229001,0.823094031
TIGAR,542.520504,-0.367172648,0.099874099,0.000187945,0.000491421
CCND2,21046.59642,-1.354500843,0.125047457,4.23E-28,8.16E-27
LOC128626910,31.10369104,-2.013610311,0.330268756,1.33E-10,6.87E-10
PARP11,207.5349306,-0.53156474,0.139790231,9.52E-05,0.000259556
CRACR2A,3.38800033,2.561567049,0.97151695,0.000666032,0.001601911
TSPAN11,1.323439358,-0.446609039,0.762818324,0.117519593,0.179801966
TSPAN9,2225.66409,-1.252826446,0.093865129,2.20E-41,9.36E-40
TEAD4,507.1801026,-0.013416537,0.122296158,0.89982052,0.930676852
TULP3,1262.783638,0.297174918,0.082049868,0.000288839,0.000734435
RHNO1,368.6497329,-0.99982586,0.119097119,1.13E-17,1.06E-16
FOXM1,225.0970745,-1.433423273,0.239866989,4.28E-10,2.11E-09
NRIP2,3.105685108,-0.466629394,0.665713535,0.178153741,0.256205043
ITFG2,453.6042263,-0.444100943,0.085650497,2.07E-07,7.86E-07
LOC128626937,312.0641294,-0.015282713,0.124449689,0.899052178,0.930150651
FKBP4,1634.04832,-0.109971428,0.073558169,0.130662795,0.196603229
WASHC1,526.6407469,0.405080068,0.084261446,1.17E-06,4.07E-06
KDM5A,2423.523053,-0.038115723,0.092952107,0.589261559,0.680539554
CCDC77,453.925311,-0.180032649,0.098369456,0.068835047,0.112502162
B4GALNT3,1041.387491,-1.04706065,0.124478025,1.18E-17,1.09E-16
LOC128626955,1.550628026,-0.323918743,0.663602307,0.233830652,0.321611389
NINJ2,5.245612052,-0.521876669,0.669709811,0.150805974,0.222611834
WNK1,6703.781463,0.093356212,0.066753701,0.157201697,0.230533323
RAD52,190.9323652,0.065693501,0.121361696,0.583887827,0.676020515
ERC1,1452.743155,-0.762565023,0.092172422,6.48E-17,5.72E-16
WNT5B,188.9582339,-1.280885245,0.170532636,1.14E-14,8.35E-14
FBXL14,413.0064342,0.924066651,0.090672678,7.46E-25,1.15E-23
ADIPOR2,1203.847347,0.693992363,0.069199882,6.70E-24,9.61E-23
CACNA2D4,5.52838799,1.628695863,0.794256738,0.004096304,0.008731635
LOC119051683,2.963681458,0.003687304,0.502021703,0.996915339,0.997472088
LRTM2,6.066146706,2.209213033,0.583430633,1.53E-05,4.64E-05
DCP1B,761.6057409,-0.887592332,0.076076741,2.57E-32,6.45E-31
CACNA1C,2378.989553,-0.526867295,0.195165207,0.004441158,0.009401842
C1QTNF9,7.408225599,-0.323293699,0.435065386,0.317663092,0.414240626
SPATA13,400.0590883,-0.527104383,0.099814452,8.64E-08,3.41E-07
AMER2,34.31518401,-1.858458074,0.329232281,1.97E-09,9.10E-09
LOC128627030,0.550140206,-0.161539395,0.650742068,0.356304648,0.454442519
UGT2A1,83.39087753,-0.247955366,0.242679875,0.266126785,0.358194537
LOC119043925,0.736420822,0.141152638,0.622510283,0.506180656,0.603014338
ARHGEF5,13.94748361,1.950683034,0.433326479,9.58E-07,3.38E-06
NOBOX,3.097684044,-0.319308007,0.623135767,0.308653984,0.404879541
TPK1,148.1118999,-0.68276214,0.147517965,1.91E-06,6.49E-06
LOC128627069,2.943043475,-0.263784043,0.598732165,0.364783172,0.463299238
LOC128627068,8.602252936,-0.296093835,0.50555467,0.379118382,0.477187363
LOC128627072,73.99245196,0.308110865,0.188481518,0.086943793,0.138547095
ZNF354A,2425.18154,0.563168908,0.058204381,1.68E-22,2.21E-21
SMURF1,675.2125688,0.795920075,0.103011973,3.66E-15,2.79E-14
KPNA7,0.168978499,-0.011926374,0.633473522,0.924343999,NA
TRRAP,8670.11939,0.342728415,0.076924207,7.12E-06,2.25E-05
LOC119062981,2.716943708,-0.35380631,0.621996735,0.27097522,0.363328247
LOC128627176,0.771584327,-0.05814877,0.598106194,0.758168491,0.819557541
LOC119052713,706.514344,0.043508349,0.092575857,0.642433443,0.725989502
HIGD2A,200.0449606,-0.489728914,0.149003772,0.000774646,0.001849487
CLTB,1066.648186,0.002570793,0.076599284,0.990380248,0.992818517
LOC128627103,8.885968043,-0.807723567,0.493073095,0.031248499,0.055711823
FAF2,976.3187739,0.422274301,0.065318095,6.26E-11,3.34E-10
RNF44,1273.744367,1.018055822,0.075703955,7.43E-42,3.26E-40
CDHR2,1072.657547,-0.179481057,0.208070443,0.349195737,0.446966552
GPRIN1,3.160702796,-0.860520522,0.960669783,0.062390845,0.103165148
SNCB,6.885562039,-0.394345192,0.672088613,0.23524056,0.323203211
TSPAN17,633.3921654,-0.256281342,0.097579675,0.007778808,0.015708423
UNC5A,1.294444055,0.033967219,0.583100648,0.87919303,0.914487449
HK3,40.01580708,-0.278091731,0.390640276,0.373553246,0.471871387
UIMC1,363.8379032,0.189081032,0.083158438,0.021622996,0.039921433
ZNF346,214.0217004,0.429147359,0.120206298,0.000268856,0.000686745
FGFR4,234.4780824,-1.382433392,0.1857887,1.82E-14,1.32E-13
LOC119035150,27.36274668,-0.38810386,0.334923905,0.175122116,0.252656452
LOC119035162,6.830305744,-0.264451501,0.501228004,0.428378325,0.527117175
LOC119035164,0.619554237,-0.117030987,0.639500745,0.546035511,0.640653059
NSD1,4171.631432,0.191154819,0.103861378,0.048369682,0.082352107
RAB24,543.533018,0.542419273,0.077992216,2.34E-12,1.41E-11
PRELID1,1736.003531,0.236881309,0.099634891,0.015991289,0.030356001
MXD3,33.14670802,-0.562011504,0.29176664,0.031238473,0.055699491
LOC128627128,55.5513251,0.904008245,0.222347171,1.69E-05,5.10E-05
LMAN2,1117.564589,-0.16142367,0.066642908,0.015526315,0.029545349
RGS14,59.93139537,-0.604824074,0.218810596,0.003171066,0.006887238
SLC34A1,4.73013699,-0.896757855,0.802293892,0.047900017,0.081653349
PFN3,3.881761477,0.981262594,0.899984425,0.041338332,0.071543427
F12,4.697408643,-0.360896553,0.546361835,0.290807751,0.385334788
GRK6,823.3259655,-0.132592419,0.083654735,0.11005159,0.169651032
PRR7,33.54341051,-0.429120633,0.32586649,0.127844425,0.192936362
DBN1,5277.464367,-0.858195666,0.063879056,9.88E-42,4.30E-40
PDLIM7,6991.924135,-0.241892703,0.084560876,0.004260251,0.009053097
DOK3,25.86603345,-0.074805875,0.275057564,0.762532407,0.822679847
DDX41,727.3661102,-0.102759858,0.111264812,0.344781045,0.442453778
FAM193B,437.9179499,-0.129110539,0.106665168,0.211374392,0.295627135
TMED9,2092.031903,0.167663521,0.05843648,0.003310962,0.007165019
B4GALT7,437.7401974,-0.489991811,0.102435409,1.27E-06,4.41E-06
LOC128627174,0.182055887,0.092039233,0.640394249,0.662559634,NA
N4BP3,21.41490539,1.24930246,0.342890119,5.38E-05,0.000151783
RMND5B,231.4743791,0.150189807,0.132930731,0.256910109,0.348037922
NHP2,505.80332,0.108284494,0.107868309,0.307764619,0.403931625
HNRNPAB,4692.317244,-0.241081127,0.058792962,3.76E-05,0.000108723
PHYKPL,157.5638301,-0.156077112,0.167187133,0.332843963,0.429534858
COL23A1,643.7241076,0.246769647,0.098502399,0.010210148,0.020152585
CLK4,1444.256992,1.061527732,0.088984529,2.31E-33,6.19E-32
LOC119055211,402.6493783,1.22338125,0.162902608,1.32E-14,9.67E-14
RACK1,13316.15982,0.317880372,0.075094877,2.00E-05,5.98E-05
LOC119055282,9.966259377,-0.867237875,0.516840875,0.02666616,0.048282054
LOC119055276,47.37201759,0.463557553,0.228831266,0.02918524,0.052377317
TRIM41,1122.66173,-0.264263965,0.06490005,4.21E-05,0.000120931
TRIM7,6.84399804,0.770161843,0.58270189,0.054922751,0.092194884
LOC119060425,0.306633197,0.009873705,0.62745536,0.983284347,NA
SMAP1,1288.694551,0.200585905,0.053166648,0.000158625,0.000419658
B3GAT2,40.90692241,-0.336067938,0.245127026,0.135085279,0.202193952
OGFRL1,637.030314,2.364214412,0.152723971,5.33E-55,4.11E-53
LOC119040711,66.60028231,-0.461436727,0.259591731,0.05039999,0.085370731
RIMS1,656.0893259,0.557181331,0.160500592,0.00028496,0.000725499
LOC119050786,3.385558516,-1.339358249,1.326661402,0.031027589,0.055349433
KCNQ5,328.8940949,1.761330624,0.230174944,2.79E-15,2.15E-14
KHDC3L,1.291530469,0.610633608,0.899948214,0.086960343,0.138561145
LOC119050929,0.252056798,-0.025971671,0.633887739,0.724396619,NA
CGAS,3.275795526,2.833722196,2.462227311,0.00458829,0.009688132
MTO1,275.4310881,0.427001973,0.105470841,3.64E-05,0.000105461
